Constituency_No,Year,Position,Sex,Party,Votes,Age,Candidate_Type,Constituency_Name,Constituency_Type,Vote_Share_Percentage,Margin,Margin_Percentage,Incumbent
99,2019,2,m,INC,80379,63.0,gen,PARTUR,GEN,39.47,71763,35.24,False
99,2019,3,m,VBA,8616,36.0,gen,PARTUR,GEN,4.23,6433,3.16,False
100,2019,1,m,NCP,107849,50.0,gen,GHANSAWANGI,GEN,47.09,3409,1.49,True
100,2019,2,m,SHS,104440,54.0,gen,GHANSAWANGI,GEN,45.6,95147,41.54,False
100,2019,3,m,VBA,9293,44.0,gen,GHANSAWANGI,GEN,4.06,7451,3.25,False
101,2019,1,m,INC,91835,54.0,gen,JALNA,GEN,49.28,25338,13.6,False
101,2019,2,m,SHS,66497,57.0,gen,JALNA,GEN,35.69,58161,31.21,True
101,2019,3,m,VBA,8336,62.0,gen,JALNA,GEN,4.47,1650,0.89,False
102,2019,1,m,BJP,105312,46.0,sc,BADNAPUR,SC,49.77,18612,8.8,True
102,2019,2,m,NCP,86700,53.0,sc,BADNAPUR,SC,40.98,76831,36.31,False
102,2019,3,m,VBA,9869,33.0,sc,BADNAPUR,SC,4.66,7988,3.78,False
103,2019,1,m,BJP,118539,36.0,gen,BHOKARDAN,GEN,54.65,32490,14.98,True
103,2019,2,m,NCP,86049,51.0,gen,BHOKARDAN,GEN,39.67,77751,35.84,False
103,2019,3,m,VBA,8298,37.0,gen,BHOKARDAN,GEN,3.83,6669,3.07,False
104,2019,1,m,SHS,123383,54.0,gen,SILLOD,GEN,51.75,24381,10.23,True
104,2019,2,m,IND,99002,66.0,gen,SILLOD,GEN,41.52,91185,38.24,False
104,2019,3,m,VBA,7817,48.0,sc,SILLOD,GEN,3.28,4855,2.04,False
105,2019,1,m,SHS,79225,48.0,gen,KANNAD,GEN,36.72,18690,8.66,False
105,2019,2,m,IND,60535,42.0,gen,KANNAD,GEN,28.06,16910,7.84,True
105,2019,3,m,NCP,43625,40.0,gen,KANNAD,GEN,20.22,29276,13.57,False
106,2019,1,m,BJP,106190,74.0,gen,PHULAMBRI,GEN,46.56,15274,6.7,True
106,2019,2,m,INC,90916,56.0,gen,PHULAMBRI,GEN,39.87,75664,33.18,False
106,2019,3,m,VBA,15252,53.0,gen,PHULAMBRI,GEN,6.69,9925,4.35,False
107,2019,1,m,SHS,82217,58.0,gen,AURANGABAD CENTRAL,GEN,42.27,13892,7.14,False
107,2019,2,m,AIMIM,68325,45.0,gen,AURANGABAD CENTRAL,GEN,35.12,41023,21.09,False
107,2019,3,m,VBA,27302,42.0,sc,AURANGABAD CENTRAL,GEN,14.04,20012,10.29,False
108,2019,1,m,SHS,83792,57.0,sc,AURANGABAD WEST,SC,42.0,40445,20.27,False
108,2019,2,m,IND,43347,44.0,sc,AURANGABAD WEST,SC,21.72,4011,2.01,False
108,2019,3,m,AIMIM,39336,43.0,sc,AURANGABAD WEST,SC,19.71,13687,6.86,False
109,2019,1,m,BJP,93966,57.0,gen,AURANGABAD EAST,GEN,48.1,13930,7.13,True
109,2019,2,m,AIMIM,80036,62.0,gen,AURANGABAD EAST,GEN,40.97,74481,38.13,False
109,2019,3,m,SP,5555,42.0,gen,AURANGABAD EAST,GEN,2.84,1585,0.81,False
110,2019,1,m,SHS,83403,57.0,gen,PAITHAN,GEN,39.11,14139,6.63,True
110,2019,2,m,NCP,69264,47.0,gen,PAITHAN,GEN,32.48,48610,22.79,False
110,2019,3,m,VBA,20654,43.0,gen,PAITHAN,GEN,9.68,3442,1.61,False
111,2019,1,m,BJP,107193,48.0,gen,GANGAPUR,GEN,52.68,34971,17.19,True
111,2019,2,m,NCP,72222,34.0,gen,GANGAPUR,GEN,35.49,56271,27.65,False
111,2019,3,m,VBA,15951,50.0,gen,GANGAPUR,GEN,7.84,14460,7.11,False
112,2019,1,m,SHS,98183,53.0,gen,VAIJAPUR,GEN,50.11,59163,30.19,False
112,2019,2,m,NCP,39020,39.0,gen,VAIJAPUR,GEN,19.91,17185,8.77,False
112,2019,3,m,IND,21835,62.0,gen,VAIJAPUR,GEN,11.14,11538,5.89,False
113,2019,1,m,SHS,85275,42.0,gen,NANDGAON,GEN,44.85,13889,7.3,False
113,2019,2,m,NCP,71386,46.0,gen,NANDGAON,GEN,37.54,57749,30.37,True
113,2019,3,m,VBA,13637,54.0,sc,NANDGAON,GEN,7.17,1380,0.73,False
114,2019,1,m,AIMIM,117242,58.0,gen,MALEGAON CENTRAL,GEN,58.52,38519,19.23,False
114,2019,2,m,INC,78723,41.0,gen,MALEGAON CENTRAL,GEN,39.29,77273,38.57,True
114,2019,3,f,BJP,1450,31.0,gen,MALEGAON CENTRAL,GEN,0.72,307,0.15,False
115,2019,1,m,SHS,121252,55.0,gen,MALEGAON OUTER,GEN,59.59,47684,23.44,True
115,2019,2,m,INC,73568,57.0,gen,MALEGAON OUTER,GEN,36.16,71000,34.89,False
115,2019,3,m,BSP,2568,49.0,sc,MALEGAON OUTER,GEN,1.26,1083,0.53,False
116,2019,1,m,BJP,94683,54.0,st,BAGLAN,ST,56.95,33694,20.27,False
116,2019,2,f,NCP,60989,42.0,st,BAGLAN,ST,36.68,55793,33.56,True
116,2019,3,m,IND,5196,38.0,st,BAGLAN,ST,3.13,3544,2.13,False
117,2019,1,m,NCP,86877,50.0,st,KALWAN,ST,44.55,6596,3.38,False
117,2019,2,m,CPIM,80281,70.0,st,KALWAN,ST,41.17,57229,29.35,True
117,2019,3,m,SHS,23052,53.0,st,KALWAN,ST,11.82,21004,10.77,False
118,2019,1,m,BJP,103454,46.0,gen,CHANDVAD,GEN,53.71,27744,14.4,True
118,2019,2,m,INC,75710,59.0,gen,CHANDVAD,GEN,39.3,69930,36.3,False
118,2019,3,m,IND,5780,44.0,sc,CHANDVAD,GEN,3.0,3340,1.73,False
119,2019,1,m,NCP,126237,71.0,gen,YEVLA,GEN,62.66,56525,28.06,False
119,2019,2,m,SHS,69712,47.0,gen,YEVLA,GEN,34.61,67854,33.68,False
119,2019,3,m,VBA,1858,41.0,gen,YEVLA,GEN,0.92,831,0.41,False
120,2019,1,m,NCP,97011,62.0,gen,SINNAR,GEN,48.77,2072,1.04,False
120,2019,2,m,SHS,94939,54.0,gen,SINNAR,GEN,47.72,92053,46.27,True
120,2019,3,m,VBA,2886,39.0,gen,SINNAR,GEN,1.45,1177,0.59,False
121,2019,1,m,NCP,96354,55.0,gen,NIPHAD,GEN,47.17,17668,8.65,False
121,2019,2,m,SHS,78686,48.0,gen,NIPHAD,GEN,38.52,54640,26.75,True
121,2019,3,m,BVA,24046,37.0,gen,NIPHAD,GEN,11.77,21379,10.47,False
122,2019,1,m,NCP,124520,60.0,st,DINDORI,ST,59.53,60813,29.07,True
122,2019,2,m,SHS,63707,63.0,st,DINDORI,ST,30.46,50231,24.01,False
122,2019,3,m,VBA,13476,38.0,st,DINDORI,ST,6.44,10328,4.94,False
123,2019,1,m,BJP,86304,40.0,gen,NASHIK EAST,GEN,47.68,12000,6.63,False
123,2019,2,m,NCP,74304,58.0,gen,NASHIK EAST,GEN,41.05,64208,35.47,True
123,2019,3,m,VBA,10096,39.0,gen,NASHIK EAST,GEN,5.58,5591,3.09,False
124,2019,1,f,BJP,73460,53.0,gen,NASHIK CENTRAL,GEN,47.3,28398,18.28,True
124,2019,2,f,INC,45062,53.0,gen,NASHIK CENTRAL,GEN,29.01,22922,14.76,False
124,2019,3,m,MNS,22140,50.0,gen,NASHIK CENTRAL,GEN,14.26,12977,8.36,False
125,2019,1,f,BJP,78041,49.0,gen,NASHIK WEST,GEN,35.65,9746,4.45,True
125,2019,2,m,NCP,68295,39.0,gen,NASHIK WEST,GEN,31.19,42794,19.55,False
125,2019,3,m,MNS,25501,42.0,gen,NASHIK WEST,GEN,11.65,2844,1.3,False
126,2019,1,f,NCP,84326,38.0,sc,DEVLALI,SC,58.09,41702,28.73,False
126,2019,2,m,SHS,42624,39.0,sc,DEVLALI,SC,29.36,33401,23.01,True
126,2019,3,m,VBA,9223,58.0,sc,DEVLALI,SC,6.35,6025,4.15,False
127,2019,1,m,INC,86561,55.0,st,IGATPURI,ST,51.74,31555,18.86,False
127,2019,2,f,SHS,55006,55.0,st,IGATPURI,ST,32.88,45031,26.92,True
127,2019,3,m,VBA,9975,28.0,st,IGATPURI,ST,5.96,3409,2.04,False
128,2019,1,m,CPIM,72114,43.0,st,DAHANU,ST,43.45,4707,2.84,False
128,2019,2,m,BJP,67407,47.0,st,DAHANU,ST,40.61,61075,36.8,True
128,2019,3,m,MNS,6332,35.0,st,DAHANU,ST,3.81,1508,0.91,False
129,2019,1,m,NCP,88425,40.0,st,VIKRAMGAD,ST,48.36,21399,11.7,False
129,2019,2,m,BJP,67026,42.0,st,VIKRAMGAD,ST,36.66,58531,32.01,False
130,2019,1,m,SHS,68040,37.0,st,PALGHAR,ST,52.58,40305,31.15,False
130,2019,2,m,INC,27735,41.0,st,PALGHAR,ST,21.43,14916,11.53,False
130,2019,3,m,MNS,12819,29.0,st,PALGHAR,ST,9.91,1350,1.04,False
131,2019,1,m,BVA,78703,44.0,st,BOISAR,ST,36.98,2752,1.29,False
131,2019,2,m,SHS,75951,47.0,st,BOISAR,ST,35.68,44999,21.14,True
131,2019,3,m,IND,30952,34.0,st,BOISAR,ST,14.54,16172,7.6,False
132,2019,1,m,BVA,149868,36.0,gen,NALASOPARA,GEN,55.7,43729,16.25,True
132,2019,2,m,SHS,106139,57.0,gen,NALASOPARA,GEN,39.45,102652,38.15,False
132,2019,3,m,VBA,3487,38.0,gen,NALASOPARA,GEN,1.3,266,0.1,False
133,2019,1,m,BVA,102950,57.0,gen,VASAI,GEN,54.18,25995,13.68,True
133,2019,2,m,SHS,76955,71.0,gen,VASAI,GEN,40.5,73415,38.64,False
133,2019,3,m,MNS,3540,44.0,gen,VASAI,GEN,1.86,504,0.27,False
134,2019,1,m,SHS,83567,49.0,st,BHIWANDI RURAL,ST,48.36,44509,25.76,True
134,2019,2,f,MNS,39058,30.0,st,BHIWANDI RURAL,ST,22.6,5487,3.18,False
134,2019,3,f,NCP,33571,47.0,st,BHIWANDI RURAL,ST,19.43,28613,16.56,False
135,2019,1,m,NCP,76053,51.0,st,SHAHAPUR,ST,46.96,15104,9.33,False
135,2019,2,m,SHS,60949,49.0,st,SHAHAPUR,ST,37.63,50588,31.24,True
135,2019,3,m,CPIM,10361,39.0,st,SHAHAPUR,ST,6.4,4690,2.9,False
136,2019,1,m,BJP,58857,45.0,gen,BHIWANDI WEST,GEN,42.38,14912,10.74,True
136,2019,2,m,IND,43945,48.0,gen,BHIWANDI WEST,GEN,31.65,15586,11.22,False
136,2019,3,m,INC,28359,47.0,gen,BHIWANDI WEST,GEN,20.42,25759,18.55,False
137,2019,1,m,SP,45537,45.0,gen,BHIWANDI EAST,GEN,35.23,1314,1.02,False
137,2019,2,m,SHS,44223,48.0,gen,BHIWANDI EAST,GEN,34.21,12025,9.3,True
137,2019,3,m,INC,32198,50.0,gen,BHIWANDI EAST,GEN,24.91,30133,23.31,False
138,2019,1,m,SHS,65486,49.0,gen,KALYAN WEST,GEN,34.5,22277,11.74,False
138,2019,2,m,IND,43209,50.0,gen,KALYAN WEST,GEN,22.77,5134,2.71,True
138,2019,3,m,MNS,38075,48.0,gen,KALYAN WEST,GEN,20.06,26427,13.92,False
139,2019,1,m,BJP,174068,67.0,gen,MURBAD,GEN,74.75,136040,58.42,True
139,2019,2,m,NCP,38028,60.0,gen,MURBAD,GEN,16.33,29524,12.68,False
139,2019,3,m,VBA,8504,53.0,gen,MURBAD,GEN,3.65,1721,0.74,False
140,2019,1,m,SHS,60083,47.0,sc,AMBERNATH,SC,44.87,29294,21.87,True
140,2019,2,m,INC,30789,38.0,sc,AMBERNATH,SC,22.99,14515,10.84,False
140,2019,3,m,VBA,16274,44.0,sc,AMBERNATH,SC,12.15,2639,1.97,False
141,2019,1,m,BJP,43666,62.0,gen,ULHAS NAGAR,GEN,39.84,2004,1.83,False
141,2019,2,f,NCP,41662,68.0,gen,ULHAS NAGAR,GEN,38.01,33402,30.48,False
141,2019,3,m,IND,8260,49.0,sc,ULHAS NAGAR,GEN,7.54,2571,2.35,False
142,2019,1,m,BJP,60332,51.0,gen,KALYAN EAST,GEN,39.94,12257,8.11,True
142,2019,2,m,IND,48075,56.0,gen,KALYAN EAST,GEN,31.82,31318,20.73,False
142,2019,3,m,NCP,16757,49.0,gen,KALYAN EAST,GEN,11.09,3858,2.55,False
143,2019,1,m,BJP,86227,49.0,gen,DOMBIVALI,GEN,59.33,41311,28.43,True
143,2019,2,m,MNS,44916,44.0,gen,DOMBIVALI,GEN,30.91,38303,26.36,False
143,2019,3,f,INC,6613,65.0,gen,DOMBIVALI,GEN,4.55,2479,1.71,False
144,2019,1,m,MNS,93927,45.0,gen,KALYAN RURAL,GEN,47.46,7154,3.61,False
144,2019,2,m,SHS,86773,66.0,gen,KALYAN RURAL,GEN,43.84,80574,40.71,False
144,2019,3,m,VBA,6199,33.0,gen,KALYAN RURAL,GEN,3.13,107,0.05,False
145,2019,1,f,IND,79575,55.0,gen,MIRA BHAYANDAR,GEN,37.6,15526,7.34,False
145,2019,2,m,BJP,64049,47.0,gen,MIRA BHAYANDAR,GEN,30.26,8110,3.83,True
145,2019,3,m,INC,55939,53.0,gen,MIRA BHAYANDAR,GEN,26.43,52003,24.57,False
146,2019,1,m,SHS,117593,55.0,gen,OVALA - MAJIWADA,GEN,60.72,84008,43.38,True
146,2019,2,m,INC,33585,52.0,gen,OVALA - MAJIWADA,GEN,17.34,12453,6.43,False
146,2019,3,m,MNS,21132,33.0,gen,OVALA - MAJIWADA,GEN,10.91,14640,7.56,False
147,2019,1,m,SHS,113497,55.0,gen,KOPRI-PACHPAKHADI,GEN,65.36,89300,51.42,True
147,2019,2,m,INC,24197,44.0,gen,KOPRI-PACHPAKHADI,GEN,13.93,2684,1.55,False
147,2019,3,m,MNS,21513,39.0,gen,KOPRI-PACHPAKHADI,GEN,12.39,15588,8.98,False
148,2019,1,m,BJP,92298,63.0,gen,THANE,GEN,51.78,19424,10.9,True
148,2019,2,m,MNS,72874,37.0,gen,THANE,GEN,40.88,67327,37.77,False
149,2019,1,m,NCP,109283,56.0,gen,MUMBRA-KALWA,GEN,61.03,75639,42.24,True
149,2019,2,f,SHS,33644,41.0,gen,MUMBRA-KALWA,GEN,18.79,3124,1.74,False
149,2019,3,m,AAAP,30520,50.0,gen,MUMBRA-KALWA,GEN,17.05,27929,15.6,False
150,2019,1,m,BJP,114645,69.0,gen,AIROLI,GEN,58.37,78491,39.96,False
150,2019,2,m,NCP,36154,57.0,gen,AIROLI,GEN,18.41,13336,6.79,False
150,2019,3,m,MNS,22818,42.0,gen,AIROLI,GEN,11.62,9394,4.78,False
151,2019,1,f,BJP,87858,63.0,gen,BELAPUR,GEN,50.34,43597,24.98,True
151,2019,2,m,NCP,44261,61.0,gen,BELAPUR,GEN,25.36,16643,9.54,False
151,2019,3,m,MNS,27618,40.0,gen,BELAPUR,GEN,15.82,23814,13.64,False
152,2019,1,m,BJP,123712,56.0,gen,BORIVALI,GEN,74.54,95021,57.25,False
152,2019,2,m,INC,28691,52.0,gen,BORIVALI,GEN,17.29,18596,11.2,False
153,2019,1,f,BJP,87607,58.0,gen,DAHISAR,GEN,64.87,63917,47.33,True
153,2019,2,m,INC,23690,54.0,gen,DAHISAR,GEN,17.54,6638,4.92,False
153,2019,3,m,MNS,17052,46.0,gen,DAHISAR,GEN,12.63,12830,9.5,False
154,2019,1,m,SHS,90206,57.0,gen,MAGATHANE,GEN,59.59,49146,32.47,False
154,2019,2,m,MNS,41060,45.0,gen,MAGATHANE,GEN,27.13,33721,22.28,False
154,2019,3,m,NCP,7339,45.0,gen,MAGATHANE,GEN,4.85,2490,1.64,False
155,2019,1,m,BJP,87253,45.0,gen,MULUND,GEN,56.46,57348,37.11,False
155,2019,2,f,MNS,29905,43.0,gen,MULUND,GEN,19.35,6051,3.92,False
155,2019,3,m,INC,23854,74.0,gen,MULUND,GEN,15.44,18654,12.07,False
156,2019,1,m,SHS,62794,54.0,gen,VIKHROLI,GEN,49.08,27841,21.76,True
156,2019,2,m,NCP,34953,64.0,gen,VIKHROLI,GEN,27.32,18911,14.78,False
156,2019,3,m,MNS,16042,47.0,gen,VIKHROLI,GEN,12.54,6892,5.39,False
157,2019,1,m,SHS,71955,59.0,gen,BHANDUP WEST,GEN,45.17,29173,18.32,False
157,2019,2,m,MNS,42782,51.0,gen,BHANDUP WEST,GEN,26.86,12051,7.57,False
157,2019,3,m,INC,30731,67.0,gen,BHANDUP WEST,GEN,19.29,23228,14.58,False
158,2019,1,m,SHS,90654,60.0,gen,JOGESHWARI EAST,GEN,60.86,58787,39.46,True
158,2019,2,m,INC,31867,48.0,st,JOGESHWARI EAST,GEN,21.39,19836,13.32,False
159,2019,1,m,SHS,82203,50.0,gen,DINDOSHI,GEN,52.61,44511,28.49,True
159,2019,2,f,NCP,37692,63.0,gen,DINDOSHI,GEN,24.13,11838,7.58,False
159,2019,3,m,MNS,25854,43.0,gen,DINDOSHI,GEN,16.55,22528,14.42,False
160,2019,1,m,BJP,85152,54.0,gen,KANDIVALI EAST,GEN,63.22,52354,38.87,True
160,2019,2,f,INC,32798,53.0,gen,KANDIVALI EAST,GEN,24.35,22666,16.83,False
160,2019,3,m,MNS,10132,48.0,gen,KANDIVALI EAST,GEN,7.52,7352,5.46,False
161,2019,1,m,BJP,108202,57.0,gen,CHARKOP,GEN,71.1,73749,48.46,True
161,2019,2,m,INC,34453,52.0,gen,CHARKOP,GEN,22.64,29526,19.4,False
162,2019,1,m,INC,79514,50.0,gen,MALAD WEST,GEN,50.87,10383,6.64,False
162,2019,2,m,BJP,69131,56.0,gen,MALAD WEST,GEN,44.22,65641,41.99,False
163,2019,1,f,BJP,81233,58.0,gen,GOREGAON,GEN,53.34,48907,32.11,False
163,2019,2,m,INC,32326,53.0,gen,GOREGAON,GEN,21.23,5637,3.7,False
163,2019,3,m,MNS,26689,44.0,gen,GOREGAON,GEN,17.52,21326,14.0,False
164,2019,1,f,BJP,41057,53.0,gen,VERSOVA,GEN,33.98,5186,4.29,True
164,2019,2,m,INC,35871,75.0,gen,VERSOVA,GEN,29.69,3165,2.62,False
164,2019,3,f,IND,32706,56.0,gen,VERSOVA,GEN,27.07,27669,22.9,False
165,2019,1,m,BJP,65615,43.0,gen,ANDHERI WEST,GEN,49.23,18962,14.23,True
165,2019,2,m,INC,46653,63.0,gen,ANDHERI WEST,GEN,35.0,39615,29.72,False
165,2019,3,m,AIMIM,7038,40.0,gen,ANDHERI WEST,GEN,5.28,147,0.11,False
166,2019,1,m,SHS,62773,49.0,gen,ANDHERI EAST,GEN,42.67,16965,11.53,True
166,2019,2,m,IND,45808,47.0,gen,ANDHERI EAST,GEN,31.14,17857,12.14,False
166,2019,3,m,INC,27951,52.0,gen,ANDHERI EAST,GEN,19.0,23636,16.07,False
167,2019,1,m,BJP,84991,52.0,gen,VILE PARLE,GEN,61.03,58427,41.95,True
167,2019,2,m,INC,26564,58.0,gen,VILE PARLE,GEN,19.07,8158,5.86,False
167,2019,3,f,MNS,18406,37.0,gen,VILE PARLE,GEN,13.22,14120,10.14,False
168,2019,1,m,SHS,85879,58.0,gen,CHANDIVALI,GEN,43.74,409,0.21,False
168,2019,2,m,INC,85470,55.0,gen,CHANDIVALI,GEN,43.53,76594,39.01,True
168,2019,3,m,VBA,8876,49.0,gen,CHANDIVALI,GEN,4.52,1778,0.91,False
169,2019,1,m,BJP,70263,47.0,gen,GHATKOPAR WEST,GEN,47.01,28789,19.26,True
169,2019,2,m,IND,41474,42.0,gen,GHATKOPAR WEST,GEN,27.75,26455,17.7,False
169,2019,3,m,MNS,15019,38.0,gen,GHATKOPAR WEST,GEN,10.05,5706,3.82,False
170,2019,1,m,BJP,73054,50.0,gen,GHATKOPAR EAST,GEN,57.7,53319,42.11,False
170,2019,2,m,MNS,19735,38.0,gen,GHATKOPAR EAST,GEN,15.59,3982,3.14,False
170,2019,3,f,INC,15753,38.0,gen,GHATKOPAR EAST,GEN,12.44,5281,4.17,False
171,2019,1,m,SP,69082,64.0,gen,MANKHURD SHIVAJI NAGAR,GEN,48.18,25601,17.85,True
171,2019,2,m,SHS,43481,54.0,gen,MANKHURD SHIVAJI NAGAR,GEN,30.32,33016,23.03,False
171,2019,3,f,VBA,10465,38.0,gen,MANKHURD SHIVAJI NAGAR,GEN,7.3,676,0.47,False
172,2019,1,m,NCP,65217,60.0,gen,ANUSHAKTI NAGAR,GEN,46.84,12751,9.16,False
172,2019,2,m,SHS,52466,59.0,gen,ANUSHAKTI NAGAR,GEN,37.68,44765,32.15,True
172,2019,3,m,IND,7701,41.0,gen,ANUSHAKTI NAGAR,GEN,5.53,1822,1.31,False
173,2019,1,m,SHS,53264,60.0,gen,CHEMBUR,GEN,40.15,19018,14.34,True
173,2019,2,m,INC,34246,62.0,gen,CHEMBUR,GEN,25.82,11068,8.34,False
173,2019,3,m,VBA,23178,56.0,gen,CHEMBUR,GEN,17.47,8774,6.61,False
174,2019,1,m,SHS,55049,48.0,sc,KURLA,SC,44.6,21013,17.02,True
174,2019,2,m,NCP,34036,50.0,sc,KURLA,SC,27.57,16687,13.52,False
174,2019,3,m,AIMIM,17349,49.0,sc,KURLA,SC,14.06,7578,6.14,False
175,2019,1,m,SHS,43319,64.0,gen,KALINA,GEN,36.53,4931,4.16,True
175,2019,2,m,INC,38388,64.0,gen,KALINA,GEN,32.37,15983,13.48,False
175,2019,3,m,MNS,22405,53.0,gen,KALINA,GEN,18.89,19393,16.35,False
176,2019,1,m,INC,38337,27.0,gen,VANDRE EAST,GEN,30.28,5790,4.57,False
176,2019,2,m,SHS,32547,59.0,gen,VANDRE EAST,GEN,25.71,8476,6.7,False
176,2019,3,f,IND,24071,39.0,gen,VANDRE EAST,GEN,19.01,11477,9.07,True
177,2019,1,m,BJP,74816,47.0,gen,VANDRE WEST,GEN,57.11,26507,20.23,False
177,2019,2,m,INC,48309,48.0,gen,VANDRE WEST,GEN,36.88,44778,34.18,False
178,2019,1,f,INC,53954,44.0,sc,DHARAVI,SC,45.31,11824,9.93,True
178,2019,2,m,SHS,42130,47.0,sc,DHARAVI,SC,35.38,29031,24.38,False
178,2019,3,m,AIMIM,13099,54.0,sc,DHARAVI,SC,11.0,9037,7.59,False
179,2019,1,m,BJP,54845,61.0,gen,SION KOLIWADA,GEN,42.24,13951,10.74,True
179,2019,2,m,INC,40894,33.0,gen,SION KOLIWADA,GEN,31.49,27210,20.95,False
179,2019,3,m,MNS,13684,46.0,gen,SION KOLIWADA,GEN,10.54,2128,1.64,False
180,2019,1,m,BJP,56485,67.0,gen,WADALA,GEN,52.01,30845,28.4,True
180,2019,2,m,INC,25640,42.0,gen,WADALA,GEN,23.61,9861,9.08,False
180,2019,3,m,MNS,15779,42.0,gen,WADALA,GEN,14.53,9235,8.5,False
181,2019,1,m,SHS,61337,65.0,gen,MAHIM,GEN,49.45,18647,15.03,True
181,2019,2,m,MNS,42690,46.0,gen,MAHIM,GEN,34.42,27444,22.13,False
181,2019,3,m,INC,15246,61.0,gen,MAHIM,GEN,12.29,11334,9.14,False
182,2019,1,m,SHS,89248,29.0,gen,WORLI,GEN,69.14,67427,52.24,False
182,2019,2,m,NCP,21821,59.0,gen,WORLI,GEN,16.91,15249,11.81,False
182,2019,3,m,VBA,6572,62.0,sc,WORLI,GEN,5.09,267,0.21,False
183,2019,1,m,SHS,77687,66.0,gen,SHIVADI,GEN,57.27,39337,29.0,False
183,2019,2,m,MNS,38350,39.0,gen,SHIVADI,GEN,28.27,24982,18.42,False
183,2019,3,m,INC,13368,60.0,gen,SHIVADI,GEN,9.85,9060,6.68,False
184,2019,1,f,SHS,51180,52.0,sc,BYCULLA,GEN,41.03,20023,16.05,False
184,2019,2,m,AIMIM,31157,53.0,gen,BYCULLA,GEN,24.98,7018,5.63,True
184,2019,3,m,INC,24139,68.0,gen,BYCULLA,GEN,19.35,13646,10.94,False
185,2019,1,m,BJP,93538,63.0,gen,MALABAR HILL,GEN,75.87,71872,58.3,True
185,2019,2,m,INC,21666,43.0,gen,MALABAR HILL,GEN,17.57,16274,13.2,False
186,2019,1,m,INC,58952,56.0,gen,MUMBA DEVI,GEN,54.87,23655,22.02,True
186,2019,2,m,SHS,35297,56.0,gen,MUMBA DEVI,GEN,32.85,28924,26.92,False
186,2019,3,m,AIMIM,6373,65.0,gen,MUMBA DEVI,GEN,5.93,3188,2.97,False
187,2019,1,m,BJP,57420,42.0,gen,COLABA,GEN,53.85,16195,15.19,False
187,2019,2,m,INC,41225,63.0,gen,COLABA,GEN,38.66,38214,35.84,False
187,2019,3,m,VBA,3011,33.0,sc,COLABA,GEN,2.82,90,0.08,False
188,2019,1,m,BJP,179109,45.0,gen,PANVEL,GEN,59.21,92730,30.66,True
188,2019,2,m,PWPI,86379,42.0,gen,PANVEL,GEN,28.56,73980,24.46,False
189,2019,1,m,SHS,102208,46.0,gen,KARJAT,GEN,51.04,18046,9.01,False
189,2019,2,m,NCP,84162,62.0,gen,KARJAT,GEN,42.03,79948,39.93,True
189,2019,3,m,VBA,4214,30.0,gen,KARJAT,GEN,2.1,1142,0.57,False
190,2019,1,m,IND,74549,52.0,gen,URAN,GEN,34.05,5710,2.61,False
190,2019,2,m,SHS,68839,58.0,gen,URAN,GEN,31.44,7238,3.31,True
190,2019,3,m,PWPI,61601,64.0,gen,URAN,GEN,28.14,56505,25.81,False
191,2019,1,m,BJP,112380,69.0,gen,PEN,GEN,52.05,24051,11.14,False
191,2019,2,m,PWPI,88329,48.0,gen,PEN,GEN,40.91,85856,39.76,True
192,2019,1,m,SHS,111946,54.0,gen,ALIBAG,GEN,52.11,32924,15.33,False
192,2019,2,m,PWPI,79022,61.0,gen,ALIBAG,GEN,36.78,67131,31.25,True
192,2019,3,m,IND,11891,42.0,gen,ALIBAG,GEN,5.54,8971,4.18,False
193,2019,1,f,NCP,92074,31.0,gen,SHRIVARDHAN,GEN,58.55,39621,25.2,False
193,2019,2,m,SHS,52453,62.0,gen,SHRIVARDHAN,GEN,33.36,48681,30.96,False
194,2019,1,m,SHS,102273,56.0,gen,MAHAD,GEN,53.57,21575,11.3,True
194,2019,2,m,INC,80698,53.0,gen,MAHAD,GEN,42.27,78460,41.1,False
194,2019,3,m,MNS,2238,45.0,gen,MAHAD,GEN,1.17,156,0.08,False
195,2019,1,m,NCP,74958,38.0,gen,JUNNAR,GEN,37.01,9068,4.48,False
195,2019,2,m,SHS,65890,46.0,gen,JUNNAR,GEN,32.53,15849,7.83,True
195,2019,3,f,IND,50041,53.0,gen,JUNNAR,GEN,24.71,43322,21.39,False
196,2019,1,m,NCP,126120,63.0,gen,AMBEGAON,GEN,66.37,66775,35.14,True
196,2019,2,m,SHS,59345,56.0,gen,AMBEGAON,GEN,31.23,57729,30.38,False
197,2019,1,m,NCP,96866,60.0,gen,KHED ALANDI,GEN,43.88,33242,15.06,False
197,2019,2,m,SHS,63624,55.0,gen,KHED ALANDI,GEN,28.82,9750,4.42,True
197,2019,3,m,IND,53874,46.0,gen,KHED ALANDI,GEN,24.41,52104,23.6,False
198,2019,1,m,NCP,145131,61.0,gen,SHIRUR,GEN,56.1,41504,16.04,False
198,2019,2,m,BJP,103627,68.0,gen,SHIRUR,GEN,40.06,100479,38.84,True
198,2019,3,m,VBA,3148,38.0,gen,SHIRUR,GEN,1.22,1215,0.47,False
199,2019,1,m,BJP,103664,42.0,gen,DAUND,GEN,48.43,746,0.35,True
199,2019,2,m,NCP,102918,67.0,gen,DAUND,GEN,48.08,100285,46.85,False
199,2019,3,m,VBA,2633,35.0,gen,DAUND,GEN,1.23,1694,0.79,False
